category,machine,mode,language,impl,variant,memory_model,optimization_type,optimization_param,fp,N,time_sec,performance_gflops,error,real_sec,user_sec,sys_sec,source_file
Kokkos,wisteria,gpu,cpp,kokkos,team/baseline,kokkos-default,baseline,,64,35937,1.740721e-02,1.281119e+01,7.210672e-09,2.360000e+00,7.200000e-01,1.980000e+00,../results/wisteria/kokkos-team-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,team/baseline,kokkos-default,baseline,,64,274625,7.443526e-02,4.697175e+01,8.292404e-09,3.560000e+00,1.930000e+00,2.130000e+00,../results/wisteria/kokkos-team-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,team/baseline,kokkos-default,baseline,,64,2146689,1.548918e+00,3.584058e+01,8.738957e-09,1.365000e+01,1.195000e+01,2.130000e+00,../results/wisteria/kokkos-team-baseline.log
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,managed,baseline,,32,4913,1.205707e-02,1.459824e+00,1.000000e-08,1.810954e+00,1.495990e-01,1.563075e+00,../results/wisteria/nonkokkos-openacc-auto.def-fp32.log
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,managed,baseline,,32,35937,2.626705e-02,9.263180e+00,1.000000e-08,1.892582e+00,1.995460e-01,1.614740e+00,../results/wisteria/nonkokkos-openacc-auto.def-fp32.log
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,managed,baseline,,32,274625,2.295079e-01,2.062459e+01,1.000000e-08,2.423233e+00,7.622980e-01,1.589299e+00,../results/wisteria/nonkokkos-openacc-auto.def-fp32.log
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,managed,baseline,,64,4913,1.012802e-02,1.418283e+00,1.000000e-08,1.932487e+00,1.030090e-01,1.682927e+00,../results/wisteria/nonkokkos-openacc-auto.def-fp64.log
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,managed,baseline,,64,35937,2.579498e-02,8.645367e+00,1.000000e-08,1.846290e+00,1.463680e-01,1.630880e+00,../results/wisteria/nonkokkos-openacc-auto.def-fp64.log
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,managed,baseline,,64,274625,1.989691e-01,1.757235e+01,1.000000e-08,2.418251e+00,7.483690e-01,1.599499e+00,../results/wisteria/nonkokkos-openacc-auto.def-fp64.log
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,managed,baseline,,64,2146689,2.338745e+00,2.373671e+01,1.000000e-08,7.648759e+00,5.823641e+00,1.726550e+00,../results/wisteria/nonkokkos-openacc-auto.def-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,4913,0.004892368,2.936084,9.543651e-09,0.39,0.07,0.43,miyabi/kokkos-sweep/range_baseline/run.32.17.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,4913,0.004844112,2.965333,9.543651e-09,0.23,0.01,0.39,miyabi/kokkos-sweep/range_baseline/run.32.17.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,4913,0.004916271,2.921809,9.543651e-09,0.16,0.11,0.23,miyabi/kokkos-sweep/range_baseline/run.32.17.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,35937,0.009637086,23.14051,7.210672e-09,0.25,0.06,0.38,miyabi/kokkos-sweep/range_baseline/run.32.33.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,35937,0.009597887,23.23502,7.210672e-09,0.25,0.22,0.22,miyabi/kokkos-sweep/range_baseline/run.32.33.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,35937,0.009557598,23.33297,7.210672e-09,0.25,0.05,0.37,miyabi/kokkos-sweep/range_baseline/run.32.33.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,274625,0.04210893,83.03119,8.292404e-09,1.05,1.05,0.18,miyabi/kokkos-sweep/range_baseline/run.32.65.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,274625,0.0416113,84.02415999999999,8.292404e-09,1.12,1.05,0.25,miyabi/kokkos-sweep/range_baseline/run.32.65.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,274625,0.04164743,83.95126999999999,8.292404e-09,1.14,1.04,0.27,miyabi/kokkos-sweep/range_baseline/run.32.65.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,2146689,0.4365542,127.1643,8.738957e-09,7.47,7.39,0.26,miyabi/kokkos-sweep/range_baseline/run.32.129.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,2146689,0.4355543,127.4562,8.738957e-09,7.48,7.37,0.29,miyabi/kokkos-sweep/range_baseline/run.32.129.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,2146689,0.436156,127.2804,8.738957e-09,7.52,7.45,0.25,miyabi/kokkos-sweep/range_baseline/run.32.129.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,4913,0.004892208,2.93618,9.543651e-09,0.24,0.05,0.36,miyabi/kokkos-sweep/range_baseline/run.64.17.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,4913,0.00488392,2.941163,9.543651e-09,0.16,0.04,0.30,miyabi/kokkos-sweep/range_baseline/run.64.17.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,4913,0.00487112,2.948891,9.543651e-09,0.15,0.09,0.25,miyabi/kokkos-sweep/range_baseline/run.64.17.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,35937,0.009555454,23.3382,7.210672e-09,0.27,0.22,0.23,miyabi/kokkos-sweep/range_baseline/run.64.33.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,35937,0.009585183,23.26582,7.210672e-09,0.34,0.19,0.33,miyabi/kokkos-sweep/range_baseline/run.64.33.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,35937,0.00955427,23.34109,7.210672e-09,0.34,0.18,0.33,miyabi/kokkos-sweep/range_baseline/run.64.33.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,274625,0.04170449,83.83641,8.292404e-09,1.11,1.06,0.23,miyabi/kokkos-sweep/range_baseline/run.64.65.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,274625,0.04170925,83.82684,8.292404e-09,1.12,1.04,0.26,miyabi/kokkos-sweep/range_baseline/run.64.65.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,274625,0.04163313,83.98011,8.292404e-09,1.13,1.05,0.26,miyabi/kokkos-sweep/range_baseline/run.64.65.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,2146689,0.4375233,126.8826,8.738957e-09,7.43,7.35,0.26,miyabi/kokkos-sweep/range_baseline/run.64.129.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,2146689,0.4361897,127.2706,8.738957e-09,7.43,7.37,0.24,miyabi/kokkos-sweep/range_baseline/run.64.129.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,2146689,0.4377915,126.8049,8.738957e-09,7.55,7.38,0.70,miyabi/kokkos-sweep/range_baseline/run.64.129.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,4913,0.004839052,2.968433,9.543651e-09,0.39,0.14,0.45,miyabi/kokkos-sweep/range_cpu-sweep/run.32.17.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,4913,0.004898219,2.932577,9.543651e-09,0.24,0.07,0.35,miyabi/kokkos-sweep/range_cpu-sweep/run.32.17.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,4913,0.004799052,2.993175,9.543651e-09,0.16,0.04,0.31,miyabi/kokkos-sweep/range_cpu-sweep/run.32.17.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,35937,0.009602424,23.22404,7.210672e-09,0.28,0.18,0.28,miyabi/kokkos-sweep/range_cpu-sweep/run.32.33.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,35937,0.009658104,23.09015,7.210672e-09,0.35,0.22,0.31,miyabi/kokkos-sweep/range_cpu-sweep/run.32.33.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,35937,0.00955052,23.35026,7.210672e-09,0.35,0.06,0.47,miyabi/kokkos-sweep/range_cpu-sweep/run.32.33.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,274625,0.04167091,83.90397,8.292404e-09,1.13,1.04,0.26,miyabi/kokkos-sweep/range_cpu-sweep/run.32.65.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,274625,0.04170435,83.83669,8.292404e-09,1.12,0.99,0.31,miyabi/kokkos-sweep/range_cpu-sweep/run.32.65.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,274625,0.04151695,84.21511,8.292404e-09,1.13,0.87,0.44,miyabi/kokkos-sweep/range_cpu-sweep/run.32.65.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,2146689,0.4359737,127.3336,8.738957e-09,7.42,7.37,0.23,miyabi/kokkos-sweep/range_cpu-sweep/run.32.129.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,2146689,0.4369167,127.0588,8.738957e-09,7.39,7.30,0.27,miyabi/kokkos-sweep/range_cpu-sweep/run.32.129.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,2146689,0.4369747,127.0419,8.738957e-09,7.46,6.43,1.21,miyabi/kokkos-sweep/range_cpu-sweep/run.32.129.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,4913,0.00481541,2.983007,9.543651e-09,0.25,0.03,0.39,miyabi/kokkos-sweep/range_cpu-sweep/run.64.17.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,4913,0.00485973,2.955803,9.543651e-09,0.16,0.06,0.28,miyabi/kokkos-sweep/range_cpu-sweep/run.64.17.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,4913,0.00481925,2.98063,9.543651e-09,0.16,0.06,0.29,miyabi/kokkos-sweep/range_cpu-sweep/run.64.17.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,35937,0.009730916,22.91738,7.210672e-09,0.25,0.23,0.20,miyabi/kokkos-sweep/range_cpu-sweep/run.64.33.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,35937,0.009568707,23.30588,7.210672e-09,0.26,0.18,0.26,miyabi/kokkos-sweep/range_cpu-sweep/run.64.33.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,35937,0.009680579,23.03655,7.210672e-09,0.25,0.21,0.22,miyabi/kokkos-sweep/range_cpu-sweep/run.64.33.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,274625,0.04140671,84.43933,8.292404e-09,1.04,1.05,0.17,miyabi/kokkos-sweep/range_cpu-sweep/run.64.65.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,274625,0.04152211,84.20465,8.292404e-09,1.12,1.02,0.28,miyabi/kokkos-sweep/range_cpu-sweep/run.64.65.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,274625,0.04175155,83.74191,8.292404e-09,1.13,1.07,0.24,miyabi/kokkos-sweep/range_cpu-sweep/run.64.65.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,2146689,0.4367159,127.1172,8.738957e-09,7.42,7.36,0.24,miyabi/kokkos-sweep/range_cpu-sweep/run.64.129.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,2146689,0.4365306,127.1712,8.738957e-09,7.41,6.97,0.63,miyabi/kokkos-sweep/range_cpu-sweep/run.64.129.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,2146689,0.436746,127.1085,8.738957e-09,7.42,7.35,0.25,miyabi/kokkos-sweep/range_cpu-sweep/run.64.129.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,4913,0.004929571,2.913926,9.543651e-09,0.48,0.02,0.51,miyabi/kokkos-sweep/range_uvm/run.32.17.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,4913,0.004919203,2.920067,9.543651e-09,0.22,0.07,0.34,miyabi/kokkos-sweep/range_uvm/run.32.17.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,4913,0.00492634,2.915837,9.543651e-09,0.16,0.09,0.25,miyabi/kokkos-sweep/range_uvm/run.32.17.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,35937,0.01003783,22.21666,7.210672e-09,0.25,0.24,0.20,miyabi/kokkos-sweep/range_uvm/run.32.33.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,35937,0.01002391,22.24752,7.210672e-09,0.26,0.20,0.23,miyabi/kokkos-sweep/range_uvm/run.32.33.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,35937,0.01001684,22.26322,7.210672e-09,0.25,0.17,0.27,miyabi/kokkos-sweep/range_uvm/run.32.33.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,274625,0.04217544,82.90025,8.292404e-09,1.05,0.85,0.39,miyabi/kokkos-sweep/range_uvm/run.32.65.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,274625,0.04258955,82.09419,8.292404e-09,1.14,1.01,0.31,miyabi/kokkos-sweep/range_uvm/run.32.65.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,274625,0.04240811,82.44543,8.292404e-09,1.13,1.06,0.25,miyabi/kokkos-sweep/range_uvm/run.32.65.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,2146689,0.4609184,120.4424,8.738957e-09,7.52,7.43,0.27,miyabi/kokkos-sweep/range_uvm/run.32.129.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,2146689,0.4612861,120.3464,8.738957e-09,7.51,7.11,0.59,miyabi/kokkos-sweep/range_uvm/run.32.129.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,2146689,0.4629464,119.9148,8.738957e-09,7.53,7.92,0.35,miyabi/kokkos-sweep/range_uvm/run.32.129.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,4913,0.004940579,2.907433,9.543651e-09,0.26,0.17,0.29,miyabi/kokkos-sweep/range_uvm/run.64.17.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,4913,0.004888195,2.93859,9.543651e-09,0.24,0.03,0.40,miyabi/kokkos-sweep/range_uvm/run.64.17.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,4913,0.004923395,2.917581,9.543651e-09,0.23,0.14,0.27,miyabi/kokkos-sweep/range_uvm/run.64.17.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,35937,0.01004542,22.19988,7.210672e-09,0.25,0.24,0.20,miyabi/kokkos-sweep/range_uvm/run.64.33.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,35937,0.01010209,22.07534,7.210672e-09,0.25,0.21,0.23,miyabi/kokkos-sweep/range_uvm/run.64.33.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,35937,0.009930567,22.45663,7.210672e-09,0.25,0.20,0.25,miyabi/kokkos-sweep/range_uvm/run.64.33.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,274625,0.04272872,81.82680999999999,8.292404e-09,1.05,0.91,0.34,miyabi/kokkos-sweep/range_uvm/run.64.65.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,274625,0.04235902,82.54097,8.292404e-09,1.20,1.08,0.23,miyabi/kokkos-sweep/range_uvm/run.64.65.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,274625,0.04221352,82.82547,8.292404e-09,1.12,1.07,0.25,miyabi/kokkos-sweep/range_uvm/run.64.65.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,2146689,0.4592932,120.8686,8.738957e-09,7.60,7.53,0.25,miyabi/kokkos-sweep/range_uvm/run.64.129.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,2146689,0.4597476,120.7491,8.738957e-09,7.53,7.42,0.29,miyabi/kokkos-sweep/range_uvm/run.64.129.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,2146689,0.4589583,120.9568,8.738957e-09,7.53,7.11,0.62,miyabi/kokkos-sweep/range_uvm/run.64.129.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,4913,0.004952577,2.90039,9.543651e-09,0.39,0.06,0.47,miyabi/kokkos-sweep/range_uvm-sweep/run.32.17.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,4913,0.004887904,2.938765,9.543651e-09,0.23,0.05,0.38,miyabi/kokkos-sweep/range_uvm-sweep/run.32.17.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,4913,0.004894849,2.934596,9.543651e-09,0.15,0.10,0.23,miyabi/kokkos-sweep/range_uvm-sweep/run.32.17.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,35937,0.01003076,22.23232,7.210672e-09,0.25,0.22,0.21,miyabi/kokkos-sweep/range_uvm-sweep/run.32.33.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,35937,0.009976322,22.35364,7.210672e-09,0.26,0.21,0.23,miyabi/kokkos-sweep/range_uvm-sweep/run.32.33.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,35937,0.009997538,22.3062,7.210672e-09,0.25,0.24,0.20,miyabi/kokkos-sweep/range_uvm-sweep/run.32.33.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,274625,0.04250505,82.2574,8.292404e-09,1.06,1.07,0.17,miyabi/kokkos-sweep/range_uvm-sweep/run.32.65.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,274625,0.04268284,81.91476,8.292404e-09,1.12,1.07,0.23,miyabi/kokkos-sweep/range_uvm-sweep/run.32.65.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,274625,0.04254825,82.17388,8.292404e-09,1.13,1.04,0.26,miyabi/kokkos-sweep/range_uvm-sweep/run.32.65.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,2146689,0.4628588,119.9375,8.738957e-09,7.62,7.27,0.55,miyabi/kokkos-sweep/range_uvm-sweep/run.32.129.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,2146689,0.4629106,119.924,8.738957e-09,7.63,7.20,0.62,miyabi/kokkos-sweep/range_uvm-sweep/run.32.129.2.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",32,2146689,0.4605968,120.5265,8.738957e-09,7.54,7.54,0.23,miyabi/kokkos-sweep/range_uvm-sweep/run.32.129.3.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,4913,0.00487488,2.946617,9.543651e-09,0.26,0.05,0.38,miyabi/kokkos-sweep/range_uvm-sweep/run.64.17.1.log
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,baseline,"node=miyabi-g(GH200-GPU),kokkos=4.7.02(sm_90)",64,4913,0.004903329,2.929521,9.543651e-09,0.16,0.14,0.21,miyabi/kokkos-sweep/range_uvm-sweep/run.64.17.2.log
